yaml_path,model_name,IC,ICIR,Rank IC,Rank ICIR,Annualized Return,Max Drawdown
/home/ubuntu/competition/Z2025925435/THU-BDC2026/code/models/LightGBM/LightGBM.yaml,LGBModel,0.004689062818471056,0.04210350152516479,0.02428577156733076,0.15805755276602185,,
