yaml_path,model_name,IC,ICIR,Rank IC,Rank ICIR,Annualized Return,Max Drawdown
/home/ubuntu/competition/Z2025925435/THU-BDC2026/code/models/PointwiseStockTransformer/PointwiseStockTransformer.yaml,PointwiseTransformerModel,0.234602890998279,3.886537183093327,0.17973304050285818,2.0002015525696644,,
